invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
84-227-6077,5123655328,Male,55,Books,4,1226,Cash,30-01-2021,SM City North EDSA
47-459-5563,4758998655,Male,67,Food,5,1842,Debit,18-06-2021,SM Megamall
44-210-8057,2680733894,Female,57,Food,3,1329,Credit Card,11-09-2023,SM Megamall
36-922-3550,2313347818,Male,43,Sports Equipment,5,637,Cash,09-11-2021,SM City North EDSA
84-535-1789,3192060395,Male,45,Books,1,1010,Debit,19-07-2021,SM Megamall
07-296-2049,8677842683,Female,29,Books,5,1570,Cash,08-08-2023,SM Seaside City Cebu
68-410-3589,2283005957,Female,69,Sports Equipment,1,975,Debit,30-10-2022,SM Mall of Asia
98-234-5966,7380380508,Female,57,Electronics,1,1640,Debit,18-05-2023,SM City Fairview
53-477-4789,593561678,Male,62,Books,2,972,Debit,24-03-2023,SM Megamall
62-899-3938,8614582501,Male,73,Home Goods,5,1080,Cash,24-10-2023,SM Mall of Asia
23-598-9096,6240385271,Female,73,Music,4,1102,Credit Card,28-12-2021,SM City Cebu
83-401-2182,1629408093,Female,32,Clothing,2,164,Cash,22-07-2022,SM Seaside City Cebu
06-948-4179,2915317968,Female,44,Electronics,4,1522,Cash,24-03-2023,SM City Cebu
84-533-6155,5000692977,Female,32,Pet Supplies,2,1752,Cash,05-12-2022,SM City North EDSA
46-976-0961,4155091984,Female,57,Books,4,1372,Debit,03-02-2022,SM City Fairview
19-241-2089,5370146683,Male,67,Electronics,1,445,Cash,12-04-2021,SM Megamall
33-368-7671,338575,Male,36,Music,4,737,Cash,03-05-2023,SM Megamall
41-862-9953,5293939815,Female,58,Electronics,1,343,Credit Card,11-06-2022,SM City Cebu
12-874-3765,243457227,Male,25,Electronics,3,857,Cash,21-09-2022,SM City Fairview
96-415-0183,9191257344,Female,29,Food,4,545,Cash,28-08-2023,SM Seaside City Cebu
62-009-6499,6180615012,Female,70,Toys,3,1412,Debit,05-08-2022,SM Megamall
74-462-8082,3082243703,Male,65,Books,3,564,Cash,04-03-2021,SM City North EDSA
48-836-5427,2947247612,Female,30,Books,2,168,Credit Card,27-12-2021,SM City North EDSA
08-008-3181,4543720865,Male,21,Toys,2,860,Credit Card,02-10-2023,SM City North EDSA
57-220-3077,4877160361,Male,32,Clothing,3,1850,Debit,20-05-2023,SM Seaside City Cebu
25-419-6647,9150347098,Male,75,Home Goods,5,700,Cash,29-04-2022,SM City North EDSA
57-440-4024,8345943748,Male,38,Home Goods,1,360,Debit,04-09-2021,SM City North EDSA
29-316-3873,8482448897,Male,60,Electronics,2,710,Credit Card,30-06-2021,SM City Cebu
87-362-8667,4089658381,Male,69,Clothing,5,1171,Cash,02-08-2022,SM City North EDSA
27-781-0324,4934455647,Male,56,Sports Equipment,5,605,Credit Card,27-06-2021,SM City Fairview
62-675-6279,3999843519,Male,53,Books,5,1584,Credit Card,09-02-2022,SM Seaside City Cebu
90-778-1990,2247302297,Male,36,Food,4,207,Debit,10-12-2022,SM City Cebu
26-872-9245,4964190145,Female,60,Clothing,2,665,Debit,29-08-2022,SM Mall of Asia
89-311-8438,5022562855,Male,79,Pet Supplies,4,27,Debit,31-08-2021,SM City North EDSA
63-158-6272,1013093054,Male,79,Books,4,959,Debit,22-07-2023,SM City Cebu
53-832-1273,1920527567,Male,24,Toys,3,834,Debit,26-12-2022,SM City North EDSA
24-280-0078,9603842060,Male,53,Music,1,790,Debit,22-11-2021,SM Mall of Asia
39-298-4717,8403890974,Male,61,Food,5,1772,Cash,17-12-2022,SM Seaside City Cebu
17-251-7449,2922263452,Male,48,Books,2,1083,Credit Card,04-04-2022,SM Megamall
88-107-1724,6447769842,Female,51,Music,1,1953,Cash,01-07-2023,SM Seaside City Cebu
77-681-7714,5319917627,Male,69,Home Goods,5,1402,Credit Card,26-03-2023,SM Mall of Asia
19-929-6573,5495045696,Male,53,Electronics,3,1272,Credit Card,08-06-2022,SM Megamall
24-768-4314,3243978181,Female,42,Clothing,5,274,Cash,13-05-2022,SM City Cebu
14-362-0936,8516511049,Female,49,Toys,5,69,Cash,13-05-2021,SM City North EDSA
99-059-5700,8057370750,Female,27,Home Goods,1,1746,Debit,06-08-2021,SM City Fairview
45-441-7966,5546670002,Male,36,Toys,3,1841,Debit,26-04-2021,SM Mall of Asia
56-622-0081,2372980572,Male,41,Clothing,5,331,Cash,09-10-2021,SM City North EDSA
51-094-5110,397580029,Male,43,Home Goods,3,1651,Cash,04-09-2022,SM City Fairview
58-960-9259,5485835376,Female,25,Food,3,774,Credit Card,08-06-2023,SM Mall of Asia
86-431-9052,8980634587,Male,29,Food,1,711,Cash,15-09-2022,SM Seaside City Cebu
48-606-4505,8612065488,Female,62,Beauty,1,2,Debit,16-11-2021,SM City North EDSA
33-682-3169,247744875,Male,24,Music,5,395,Debit,01-09-2021,SM City Fairview
36-795-7211,3316197842,Female,31,Beauty,1,1287,Credit Card,22-07-2023,SM Mall of Asia
66-689-1990,2491981521,Male,43,Clothing,5,32,Cash,08-01-2023,SM Mall of Asia
80-018-1247,9578238460,Male,43,Sports Equipment,5,1557,Credit Card,12-11-2021,SM Seaside City Cebu
90-558-4205,444589856,Female,40,Sports Equipment,4,143,Credit Card,23-12-2023,SM City Cebu
14-181-4095,8043222185,Female,29,Sports Equipment,5,538,Credit Card,09-02-2023,SM Mall of Asia
04-637-3635,668670886,Male,61,Books,1,786,Debit,16-06-2023,SM Seaside City Cebu
97-483-7909,1190404818,Male,39,Clothing,4,1793,Debit,07-03-2021,SM City Cebu
37-392-0503,9970202162,Male,17,Books,3,1747,Credit Card,03-10-2023,SM Seaside City Cebu
78-618-5611,5438361304,Female,72,Music,4,221,Cash,21-04-2023,SM Seaside City Cebu
94-751-6189,1098160533,Female,47,Music,4,741,Debit,18-09-2023,SM City Cebu
02-862-7011,6254176203,Male,20,Toys,4,1652,Credit Card,13-09-2023,SM Mall of Asia
68-454-8351,8381705606,Male,16,Music,3,470,Debit,07-06-2023,SM Seaside City Cebu
74-823-3065,2692750160,Female,16,Home Goods,3,12,Credit Card,02-08-2022,SM City Cebu
96-253-5208,7810855468,Female,32,Toys,3,792,Debit,02-05-2023,SM City North EDSA
03-190-6085,6316872194,Female,67,Beauty,2,1527,Credit Card,20-10-2022,SM City Cebu
30-530-9865,6616496503,Female,27,Electronics,1,1335,Cash,10-10-2023,SM City North EDSA
71-348-6474,8586489565,Male,61,Toys,2,1617,Cash,09-03-2022,SM City Fairview
37-370-9357,5838934603,Female,21,Toys,5,1254,Credit Card,30-04-2021,SM City Fairview
78-453-3366,6942657921,Female,69,Home Goods,3,19,Debit,03-09-2023,SM Megamall
48-244-3393,5856545419,Female,59,Clothing,1,782,Cash,28-01-2021,SM Seaside City Cebu
88-298-6134,9135691239,Male,78,Books,5,1009,Debit,16-12-2023,SM Mall of Asia
46-741-8636,5986104250,Male,75,Music,3,1423,Credit Card,22-06-2023,SM Seaside City Cebu
53-087-0391,8677216030,Male,66,Music,2,1116,Debit,10-04-2022,SM City Fairview
81-862-9755,8146855946,Male,44,Food,1,1890,Credit Card,24-11-2022,SM City North EDSA
42-915-1105,6522510278,Female,48,Pet Supplies,3,1226,Credit Card,07-12-2022,SM Megamall
09-160-3953,7069725485,Female,29,Electronics,5,1851,Credit Card,16-05-2021,SM City Cebu
47-773-0880,1708572708,Female,78,Beauty,5,1047,Credit Card,13-08-2023,SM Seaside City Cebu
20-250-2620,6799431805,Male,78,Sports Equipment,4,1700,Cash,10-01-2021,SM City North EDSA
93-955-5644,168760843,Male,37,Music,2,86,Credit Card,09-12-2022,SM Megamall
82-925-9662,410229709,Female,48,Electronics,3,826,Credit Card,17-09-2021,SM City North EDSA
23-131-6099,1771511168,Male,76,Sports Equipment,2,968,Debit,02-06-2021,SM City North EDSA
10-463-0249,3969474329,Male,24,Electronics,4,1195,Debit,03-10-2022,SM City Cebu
52-421-4206,2245447581,Male,34,Electronics,2,1849,Debit,10-11-2023,SM Seaside City Cebu
17-881-6704,9636833125,Male,69,Pet Supplies,5,187,Debit,12-10-2021,SM City Fairview
12-227-9931,4046081775,Male,15,Food,5,488,Cash,14-01-2023,SM City Cebu
31-370-3775,5168051332,Female,19,Pet Supplies,5,1334,Debit,27-09-2021,SM City Cebu
16-658-5334,3735664520,Male,40,Pet Supplies,3,497,Cash,14-09-2021,SM Megamall
08-245-4381,4775386972,Male,15,Food,5,585,Credit Card,30-06-2021,SM City Fairview
18-476-0095,8430928715,Male,64,Food,3,1050,Debit,16-09-2023,SM Megamall
89-918-8905,2157114424,Male,56,Toys,4,1637,Credit Card,25-08-2021,SM Megamall
14-595-7300,9624443750,Female,52,Toys,4,373,Credit Card,03-03-2022,SM City North EDSA
32-460-3752,2287397744,Female,16,Toys,3,942,Credit Card,10-03-2022,SM City Fairview
58-043-7917,4828675914,Male,24,Electronics,2,958,Cash,25-05-2022,SM City North EDSA
05-577-1129,484403737,Female,21,Electronics,4,1875,Credit Card,26-03-2021,SM City Fairview
47-918-0293,4613473659,Female,80,Toys,4,113,Cash,10-06-2022,SM Mall of Asia
81-771-1857,8551510541,Male,68,Home Goods,4,361,Credit Card,20-12-2021,SM Mall of Asia
72-486-5467,607018526,Male,70,Books,5,487,Debit,01-12-2022,SM Seaside City Cebu
38-840-0498,8444278297,Female,24,Music,1,1,Debit,30-12-2021,SM Megamall
82-640-1928,9870050883,Male,21,Home Goods,4,1499,Credit Card,19-03-2023,SM Megamall
04-161-6588,7839076599,Male,33,Food,5,97,Credit Card,24-10-2021,SM City Cebu
43-084-8516,3919443861,Female,24,Clothing,5,859,Credit Card,25-03-2022,SM City Cebu
17-580-7414,9797310779,Female,22,Clothing,5,1437,Credit Card,20-02-2022,SM City Cebu
44-966-9011,921388446,Female,16,Home Goods,4,1643,Credit Card,20-09-2022,SM Seaside City Cebu
90-067-4300,8233073563,Male,69,Electronics,5,1058,Debit,02-07-2021,SM Seaside City Cebu
75-133-1087,102890307,Female,59,Sports Equipment,2,1040,Cash,13-05-2021,SM Mall of Asia
11-219-9175,8468613738,Female,45,Beauty,3,554,Credit Card,02-01-2021,SM City North EDSA
75-084-7093,3204841758,Male,79,Sports Equipment,4,1184,Credit Card,10-06-2022,SM City Fairview
60-599-0842,3781009823,Male,19,Home Goods,2,1649,Credit Card,27-04-2022,SM Mall of Asia
09-867-6460,3002673722,Male,63,Books,4,146,Cash,13-02-2021,SM City Fairview
23-893-8179,5344781830,Female,21,Music,1,1619,Credit Card,26-05-2021,SM City Fairview
53-913-3163,7543280272,Female,25,Home Goods,1,605,Credit Card,08-07-2022,SM City Fairview
33-147-0748,366594648,Female,43,Beauty,4,888,Credit Card,31-05-2023,SM Megamall
24-457-3955,6815199592,Female,25,Beauty,3,270,Cash,14-05-2023,SM Seaside City Cebu
50-027-9842,3931701409,Female,23,Music,5,905,Debit,09-06-2023,SM Seaside City Cebu
25-700-1170,555993817,Female,59,Electronics,1,1842,Cash,10-04-2023,SM City Fairview
86-561-2874,3610689706,Female,60,Pet Supplies,2,904,Debit,04-10-2023,SM City Fairview
85-049-2701,3573128025,Female,36,Toys,3,1199,Credit Card,29-05-2023,SM City Fairview
79-362-7006,9051901348,Female,22,Electronics,5,1267,Cash,17-02-2021,SM Megamall
55-106-3654,486225941,Male,63,Pet Supplies,4,1072,Debit,08-06-2021,SM City Cebu
08-229-2475,8811599873,Female,63,Clothing,3,290,Credit Card,05-05-2021,SM Mall of Asia
37-332-0161,6066906534,Female,68,Food,5,1944,Cash,06-06-2023,SM City Cebu
04-201-1357,1523369361,Male,15,Music,3,690,Cash,16-04-2023,SM City Cebu
47-723-6754,5965178239,Male,61,Books,2,350,Credit Card,27-11-2022,SM City North EDSA
42-393-4892,1517935776,Female,22,Music,4,999,Debit,02-05-2021,SM Megamall
00-693-1064,8301731826,Male,15,Electronics,4,387,Debit,10-04-2021,SM Mall of Asia
43-707-3531,7826570832,Male,15,Music,4,1963,Credit Card,07-09-2021,SM City Fairview
76-482-7249,4638422721,Male,32,Electronics,2,78,Cash,27-02-2021,SM Seaside City Cebu
20-601-2829,4507387973,Male,52,Music,1,858,Credit Card,21-07-2021,SM Seaside City Cebu
17-144-0709,6713482155,Female,55,Books,1,743,Debit,01-10-2021,SM City Fairview
93-771-4468,9830408159,Female,70,Clothing,1,1238,Debit,09-04-2023,SM City Fairview
62-188-7007,3135488659,Male,71,Pet Supplies,3,465,Cash,11-02-2023,SM City Fairview
74-362-5331,1714046168,Female,38,Home Goods,2,496,Cash,30-03-2022,SM City Cebu
42-360-5156,3810433543,Female,39,Toys,2,1473,Cash,18-10-2023,SM Seaside City Cebu
22-560-0873,6121292121,Female,27,Home Goods,5,1551,Cash,17-09-2023,SM Megamall
90-806-0955,2319471138,Female,60,Home Goods,2,1806,Credit Card,24-03-2022,SM Mall of Asia
92-257-6374,4269140402,Male,78,Books,2,496,Debit,13-03-2022,SM Mall of Asia
68-908-7356,362188009,Male,16,Electronics,4,1969,Debit,07-08-2022,SM City North EDSA
38-730-9589,9142750547,Female,47,Electronics,5,864,Debit,24-07-2022,SM Megamall
26-106-0565,6648086025,Male,28,Food,5,1312,Debit,08-11-2021,SM Seaside City Cebu
83-696-0241,2729296581,Male,30,Food,5,724,Debit,09-08-2022,SM Seaside City Cebu
40-917-8810,619564121,Female,75,Sports Equipment,4,925,Cash,13-03-2021,SM Megamall
36-281-7058,1152702564,Male,25,Pet Supplies,2,402,Debit,23-05-2023,SM City North EDSA
55-014-2928,3410016481,Female,36,Home Goods,3,1506,Credit Card,07-11-2021,SM Seaside City Cebu
54-905-9841,6709564770,Male,56,Music,1,1298,Cash,30-01-2023,SM City Cebu
14-633-7312,9683813844,Female,62,Books,5,92,Cash,24-05-2023,SM Seaside City Cebu
16-828-3649,3863564766,Male,66,Books,5,1721,Debit,23-12-2023,SM City Fairview
90-070-7068,297179667,Male,65,Sports Equipment,1,415,Cash,20-10-2023,SM Mall of Asia
25-749-5439,9842360652,Male,58,Home Goods,2,1339,Credit Card,15-02-2023,SM Seaside City Cebu
22-929-5076,3229251202,Female,57,Toys,1,1638,Debit,20-06-2021,SM Mall of Asia
43-875-2500,509602215,Female,55,Food,2,397,Cash,24-05-2023,SM City North EDSA
85-823-6367,9835394636,Female,42,Electronics,2,764,Debit,01-05-2022,SM City North EDSA
55-690-1179,544943708,Male,75,Sports Equipment,5,156,Debit,22-02-2023,SM City North EDSA
01-456-7227,9919333018,Female,50,Clothing,4,1877,Credit Card,21-10-2023,SM Seaside City Cebu
68-955-5354,296396451,Male,26,Sports Equipment,1,922,Debit,06-05-2023,SM City North EDSA
70-023-7565,5626137580,Male,55,Music,5,1710,Cash,03-08-2023,SM Seaside City Cebu
63-071-5509,1580051847,Female,38,Music,2,1496,Cash,21-08-2023,SM Seaside City Cebu
55-424-9469,8241239416,Male,51,Food,2,535,Debit,16-10-2023,SM Megamall
79-881-3107,1483781933,Female,43,Books,5,1082,Cash,04-07-2022,SM Mall of Asia
15-471-6464,6060950264,Male,60,Books,2,85,Cash,01-10-2022,SM City Fairview
06-834-0406,6396534304,Female,76,Toys,5,812,Cash,31-07-2023,SM City North EDSA
29-428-6078,71459340,Female,24,Music,4,314,Debit,15-04-2022,SM City Cebu
88-317-3078,9952295332,Male,65,Home Goods,4,1521,Debit,08-11-2023,SM Seaside City Cebu
63-134-2028,8006432082,Female,67,Books,3,659,Credit Card,08-03-2021,SM City North EDSA
75-382-1757,1228195900,Female,64,Toys,3,1040,Credit Card,27-03-2023,SM Seaside City Cebu
66-025-5973,4027606973,Female,67,Sports Equipment,5,1389,Credit Card,06-04-2021,SM Seaside City Cebu
72-459-3383,3712843186,Female,40,Sports Equipment,4,933,Cash,04-08-2023,SM Seaside City Cebu
12-632-8503,2388737028,Female,30,Books,4,1208,Debit,14-09-2022,SM City Cebu
87-674-8640,7202946777,Male,35,Toys,3,1566,Debit,28-06-2023,SM Mall of Asia
47-848-2740,902563858,Female,20,Electronics,5,30,Cash,23-12-2023,SM Seaside City Cebu
06-694-8680,5448161731,Female,39,Home Goods,1,1777,Credit Card,27-02-2023,SM City Cebu
40-734-8186,2937940889,Male,33,Books,2,1313,Cash,25-05-2022,SM City Fairview
22-413-1188,5733638540,Male,53,Books,1,383,Cash,21-07-2023,SM City Fairview
95-750-3714,1297425057,Male,74,Clothing,2,1358,Credit Card,21-11-2021,SM City Cebu
31-779-3213,5395615458,Male,53,Music,4,1663,Cash,25-08-2021,SM Megamall
26-516-1698,6143000328,Male,31,Home Goods,5,1591,Cash,08-09-2021,SM City Fairview
21-057-0422,2821359489,Female,73,Food,5,930,Credit Card,13-07-2022,SM Mall of Asia
60-699-7035,9860210330,Male,46,Pet Supplies,4,1782,Debit,29-07-2021,SM Mall of Asia
31-317-9055,3169806769,Male,27,Clothing,1,218,Debit,11-04-2023,SM City North EDSA
81-104-5349,8097223139,Male,62,Pet Supplies,1,1003,Cash,30-12-2023,SM City Fairview
94-427-3153,7178453044,Female,35,Food,5,1904,Credit Card,26-06-2023,SM Seaside City Cebu
13-584-3330,6123636464,Male,71,Toys,4,11,Debit,27-06-2021,SM Megamall
28-406-6990,5836432112,Male,32,Music,2,1600,Credit Card,24-04-2021,SM Seaside City Cebu
34-072-5560,1276735510,Male,32,Toys,1,138,Credit Card,10-02-2021,SM Mall of Asia
20-870-8923,3984685599,Female,31,Clothing,5,386,Cash,17-02-2023,SM Mall of Asia
27-382-4283,3309716309,Male,18,Beauty,1,1146,Credit Card,22-09-2022,SM Mall of Asia
61-103-5148,6288506044,Female,73,Sports Equipment,2,899,Cash,28-05-2021,SM Megamall
26-784-6676,1931978980,Female,66,Clothing,1,577,Cash,17-08-2022,SM City Fairview
60-867-3886,4063504379,Male,74,Electronics,4,702,Cash,04-02-2021,SM Mall of Asia
70-222-9603,1804456,Female,68,Music,5,1908,Cash,04-10-2021,SM Seaside City Cebu
34-632-4934,7473018728,Male,17,Books,1,1683,Credit Card,01-11-2022,SM Megamall
17-406-5411,1102407097,Male,30,Food,2,1883,Debit,20-06-2022,SM City Fairview
89-629-6109,6383860356,Male,53,Books,2,858,Debit,16-11-2021,SM Seaside City Cebu
36-610-4411,3570034313,Female,46,Music,4,1495,Cash,16-11-2023,SM City North EDSA
79-323-1706,8853167513,Male,22,Beauty,3,672,Credit Card,27-03-2022,SM Seaside City Cebu
50-170-0586,425343391,Male,56,Music,1,146,Debit,06-09-2022,SM Megamall
53-728-3145,3466141850,Male,18,Pet Supplies,2,1561,Debit,07-12-2021,SM Mall of Asia
62-186-3744,1935852698,Male,55,Pet Supplies,3,734,Debit,05-02-2021,SM City North EDSA
93-595-6383,3838657470,Male,57,Sports Equipment,4,197,Credit Card,02-05-2022,SM City North EDSA
18-591-9799,3721718267,Male,68,Toys,5,145,Debit,20-05-2021,SM Megamall
33-020-3467,1431433330,Female,62,Beauty,3,1346,Credit Card,09-01-2021,SM City Cebu
60-581-5817,9207136651,Female,52,Beauty,5,154,Cash,31-08-2022,SM Megamall
40-923-5999,9383924632,Male,63,Electronics,5,682,Credit Card,08-01-2023,SM City Cebu
12-154-3070,3782692543,Female,79,Electronics,2,1599,Debit,10-09-2022,SM Megamall
50-580-0178,3601139707,Male,73,Home Goods,1,959,Cash,23-03-2021,SM City Cebu
90-701-6943,8691079517,Female,23,Books,2,929,Credit Card,12-01-2022,SM Seaside City Cebu
82-189-3277,5736543699,Male,56,Pet Supplies,5,1622,Debit,17-01-2022,SM Seaside City Cebu
77-493-3259,8154779064,Male,73,Books,1,213,Debit,21-06-2022,SM Megamall
40-202-8041,822973324,Male,37,Music,3,776,Cash,21-09-2022,SM City Fairview
82-374-4975,4176223073,Female,50,Clothing,1,1793,Debit,01-04-2021,SM City Cebu
40-588-7476,4782967055,Male,36,Electronics,2,569,Debit,04-11-2022,SM City Fairview
46-012-4748,6568530069,Female,72,Food,2,1812,Cash,06-10-2023,SM City North EDSA
90-551-5402,8068647635,Female,61,Toys,1,1083,Credit Card,25-12-2021,SM City Fairview
17-593-8803,1948464160,Male,41,Clothing,1,1205,Credit Card,01-01-2022,SM City North EDSA
07-687-8488,8614014163,Male,60,Pet Supplies,5,1311,Credit Card,25-04-2021,SM Megamall
71-948-2213,5200653266,Female,18,Beauty,4,819,Credit Card,03-03-2022,SM City Fairview
16-770-9675,1257890174,Male,41,Beauty,3,1878,Debit,10-01-2023,SM City North EDSA
16-037-2686,6229484455,Male,56,Sports Equipment,2,1290,Credit Card,15-06-2022,SM Seaside City Cebu
92-895-2313,7254271762,Female,71,Books,1,1631,Debit,17-10-2022,SM Mall of Asia
31-670-5888,2889022242,Female,66,Sports Equipment,3,1475,Cash,06-10-2023,SM Megamall
